emp_no,title,first_name,last_name,from_date
87697,Senior Staff,Sanjoy,Luit,1992-08-09
87723,Engineer,Uwe,Kowalchuk,1996-08-21
87738,Senior Staff,Ipke,Sluis,1998-10-03
87751,Senior Staff,Lakshmi,Frolund,1990-06-28
87752,Senior Staff,Yurii,Hasenauer,1990-02-14
87757,Engineer,Syozo,Ghalwash,1995-03-28
87765,Senior Staff,Theirry,Garnham,1996-08-08
87769,Senior Engineer,Subhrajyoti,Tomescu,2002-05-19
87793,Senior Staff,Fatemeh,Kakkar,2001-07-21
87796,Senior Engineer,Boriana,Middleton,1986-03-05
87806,Senior Staff,Khatoun,Shokrollahi,1991-06-22
87807,Senior Engineer,Berni,Diderrich,1994-03-05
87824,Senior Engineer,Serenella,Falster,1996-06-17
87829,Senior Engineer,Genki,Etalle,1990-10-05
87840,Senior Engineer,Sungwon,Wendorf,1992-08-02
87851,Senior Staff,Aloys,Asser,1992-05-13
87852,Senior Staff,Nikolaos,Pokrovskii,1993-05-27
87856,Senior Staff,Lunjin,Erol,1991-09-30
87869,Senior Staff,Alassane,Luit,1986-01-19
87875,Senior Engineer,Anneli,Reeker,1991-07-24
87876,Senior Engineer,Dante,Perfilyeva,1995-08-13
87881,Senior Engineer,Yechezkel,Masaki,1993-11-12
87897,Senior Staff,Tzu,Suwa,1992-07-20
87902,Senior Engineer,Phuoc,Compeau,1987-06-04
87944,Senior Engineer,Mahendra,Schmezko,1992-06-16
87948,Engineer,Subhash,Kalafatis,1998-07-15
87951,Senior Engineer,Ottavia,Rohrbach,1993-06-27
87958,Senior Engineer,Leandro,Mattern,1988-07-14
87964,Senior Staff,Alejandro,Luon,2001-03-11
87974,Senior Staff,Shunichi,Peac,1994-11-07
87982,Senior Engineer,Lijia,Conia,1993-03-24
87991,Senior Staff,Fusako,Gubsky,2001-10-14
87992,Senior Staff,Moriyoshi,Iivonen,1993-07-31
87993,Engineer,Masasuke,Hiraishi,1995-04-24
88005,Engineer,Mrinalini,Brookman,1997-11-15
88010,Staff,Prodip,Ventosa,1995-02-20
88015,Engineer,Dmitry,Akiyama,1997-05-06
88032,Senior Staff,Urs,Serra,1998-06-20
88033,Senior Engineer,Masato,Callaway,1992-02-07
88038,Senior Engineer,Monique,Jarecki,1992-09-09
88060,Engineer,Emdad,Ferriere,1997-07-04
88079,Senior Staff,Karlis,Hmelo,2001-11-13
88080,Senior Staff,Mack,Heuser,1995-09-30
88089,Senior Engineer,Kwok,Alpin,1987-05-02
88101,Engineer,Zongyan,Strooper,2000-01-19
88116,Senior Engineer,Luerbio,Butterworth,1998-06-15
88127,Senior Staff,Sushant,Hooghiemstra,1995-04-25
88136,Engineer,Shir,Stille,1996-08-02
88137,Senior Engineer,Domenick,Brodie,1986-08-12
88145,Senior Engineer,Sanjit,Ernst,1993-10-28
88190,Senior Staff,Lech,Radivojevic,2001-04-20
88191,Engineer,Monique,Sigstam,1996-10-14
88195,Senior Engineer,Ghassan,Krogh,1995-04-08
88213,Technique Leader,Zvonko,Varman,1990-08-18
88219,Senior Engineer,Palash,Krzyzanowski,1986-12-15
88246,Senior Staff,Munenori,Slobodova,1996-06-30
88247,Senior Staff,Marjo,Fasbender,1995-10-09
88255,Senior Staff,Tesuro,Barbanera,1988-09-24
88260,Senior Engineer,Miomir,Krzyzanowski,1993-09-27
88262,Senior Engineer,Sham,Stassinopoulos,1986-05-02
88269,Senior Staff,Demin,Kaelbling,1993-08-09
88287,Senior Engineer,Parke,Reistad,1992-05-31
88298,Engineer,Shuji,Vidya,2001-12-16
88314,Senior Engineer,Tsutomu,Denti,1996-07-23
88340,Senior Staff,Gad,Fiutem,1996-08-21
88346,Senior Engineer,Francesca,Wissmann,2001-11-25
88353,Senior Engineer,Anneke,Ranka,1994-12-18
88354,Senior Staff,Lijia,Jiafu,1987-08-30
88358,Senior Engineer,Trygve,Salinas,1999-06-03
88377,Senior Engineer,Mrinalini,Sifakis,1994-01-24
88378,Senior Engineer,Shaz,Rodier,1997-07-04
88381,Senior Staff,Jackson,Bondorf,1996-03-25
88382,Engineer,Genta,Penz,1997-04-19
88385,Senior Staff,Tran,Besancenot,1993-04-30
88386,Senior Engineer,Jiann,Bondorf,1986-01-01
88387,Engineer,Sanjeeva,Lundstrom,1996-05-05
88389,Senior Staff,Jiakeng,Waymire,2001-10-06
88393,Senior Engineer,Kauko,Farris,1992-11-21
88399,Staff,Thodoros,Pettit,1997-08-10
88401,Senior Staff,Evgueni,Eiter,1993-03-26
88403,Staff,Nigel,Ramaiah,1998-11-03
88408,Senior Staff,Rasiah,Skrikant,1989-09-19
88419,Technique Leader,Luerbio,Murillo,1996-01-20
88421,Senior Staff,Mariusz,Kusalik,1993-04-17
88441,Senior Engineer,Mart,Moehrke,1991-12-04
88449,Senior Engineer,Lihong,Naudin,1992-12-14
88489,Senior Engineer,Monique,Soloway,1991-07-05
88491,Senior Staff,Mabry,Swiler,1996-09-20
88495,Senior Staff,Wilmer,Molenaar,1985-02-24
88503,Senior Engineer,Anestis,Rosenbaum,1988-04-14
88512,Senior Engineer,Giao,Vigier,1994-07-24
88524,Senior Engineer,Zorica,Einsfeld,2001-06-30
88543,Senior Engineer,Geoff,Brodie,1992-05-15
88544,Senior Staff,Yannik,Gilg,1987-04-20
88548,Senior Engineer,Baruch,Heijenga,1993-10-06
88556,Engineer,Ute,Ravishankar,1999-09-11
88563,Staff,Mototsugu,Rodite,2000-01-07
88570,Senior Engineer,Genta,Rosenbaum,1987-11-25
88579,Senior Engineer,Vasilii,Himler,1987-05-07
88584,Senior Engineer,Sakthirel,Rikino,1997-12-22
88597,Senior Engineer,Zita,Narwekar,1990-04-20
88599,Senior Engineer,Kristin,Schneeberger,1994-06-11
88600,Senior Staff,Bernd,Ranze,1994-08-12
88615,Senior Staff,Weicheng,Shrader,1991-07-30
88616,Senior Engineer,Tadahiro,Esposito,1995-07-11
88628,Assistant Engineer,Guoxiang,Polajnar,1994-02-21
88636,Engineer,Xiping,Jeansoulin,1997-12-08
88646,Engineer,Joydip,Niizuma,1998-08-22
88656,Technique Leader,Oddvar,Parveen,1986-01-30
88661,Engineer,Moheb,Frijda,1996-09-23
88663,Senior Engineer,Adly,Deville,1993-11-22
88679,Senior Staff,Genta,Lichtner,1993-04-15
88681,Senior Engineer,Genta,Alvarado,1999-03-17
88698,Senior Staff,Mary,Lundstrom,1999-12-04
88701,Senior Engineer,Terresa,Krzyzanowski,1988-02-11
88707,Senior Engineer,Adit,Ermel,1992-03-01
88722,Engineer,Falguni,Lagarias,1996-09-27
88741,Senior Engineer,Ottavia,Rattan,2000-09-01
88748,Staff,Satoru,Sigstam,1998-11-14
88754,Senior Staff,Garnet,Thorensen,1995-09-29
88764,Senior Staff,Aloys,Turnbull,1991-11-06
88765,Engineer,Xuejun,Honglei,1997-02-07
88770,Senior Staff,Jaroslava,Mukaidono,1995-11-03
88772,Senior Engineer,Bangqing,Pesch,1993-01-03
88776,Senior Staff,Bedir,Kaiser,2001-07-22
88778,Senior Engineer,Mohammed,Gruenwald,2001-03-11
88788,Senior Staff,Aamer,Picel,1988-10-10
88791,Engineer,Yunming,Salvesen,1996-05-28
88792,Senior Engineer,Stevo,Reghbati,1994-05-31
88796,Assistant Engineer,Mang,Erol,1997-05-03
88803,Senior Engineer,Bikash,Zambonelli,1992-09-01
88806,Senior Staff,Laurentiu,Ernst,1999-07-12
88821,Senior Engineer,Shen,Gihr,1995-10-30
88825,Staff,Fun,Alvarado,1998-10-22
88830,Senior Engineer,Shih,Auria,1995-02-04
88835,Engineer,Gad,Nivat,1996-03-10
88865,Senior Engineer,Lalit,Peng,1993-02-26
88866,Senior Staff,Munehiro,Babb,1993-10-07
88869,Senior Engineer,Miomir,Plump,1995-03-27
88890,Senior Staff,Pranjal,Aloisi,1995-12-30
88893,Senior Engineer,Shaleah,Shanbhogue,1997-01-22
88905,Senior Engineer,Yakichi,Muhlberg,1995-06-08
88914,Senior Engineer,Masali,Ozeki,2001-11-15
88919,Technique Leader,Aleksander,Savasere,1987-03-21
88924,Senior Engineer,Qiwen,Alameldin,1986-11-14
88936,Senior Staff,Hironobu,Belinskaya,1996-01-29
88937,Senior Engineer,Angel,Waschkowski,1996-02-04
88938,Staff,Rosine,Detkin,1996-10-15
88942,Senior Engineer,Leif,Senzako,1986-10-27
88945,Senior Staff,Miomir,Jahnichen,1996-12-30
88947,Senior Staff,Ronghao,Marletta,1993-11-17
88973,Engineer,Ingemar,Peng,1997-03-01
88975,Senior Staff,Miomir,Baak,1991-10-06
88976,Senior Staff,Younwoo,Peron,1987-12-04
88987,Engineer,Miomir,Prenel,1997-09-20
88989,Senior Staff,Jaber,Gulik,1995-03-09
88997,Senior Engineer,Leif,Giveon,2002-01-27
89001,Senior Staff,Zeydy,Sommen,1988-12-03
89002,Senior Engineer,Luisa,Pelz,1992-11-23
89010,Engineer,Jingling,Weisert,1998-08-11
89014,Senior Engineer,Piyush,Jiafu,1996-05-19
89022,Senior Staff,Atilio,Orlowski,1998-08-28
89026,Senior Staff,Rafols,Siprelle,1998-02-16
89030,Senior Engineer,Xinglin,Prochazka,1985-04-29
89033,Senior Engineer,Sailaja,Jansen,1992-02-03
89038,Senior Engineer,Troy,Kambil,1994-07-19
89039,Engineer,Marek,Quadeer,1998-12-28
89043,Senior Engineer,Mohammed,Riefers,1999-04-29
89047,Engineer,Rayond,Ishibashi,1998-06-06
89051,Senior Staff,Demos,Ritzmann,1987-09-05
89053,Senior Engineer,Arunachalam,Bolsens,1992-02-26
89060,Senior Engineer,Matt,Chandrasekhar,1997-10-11
89063,Senior Engineer,Gen,Marshall,1987-09-08
89074,Staff,Dmitry,Chandrasekhar,1995-12-15
89080,Engineer,Gil,Smeets,1998-09-15
89112,Senior Engineer,Kwangho,Zeidenstein,1993-03-06
89119,Senior Engineer,Pranjal,Cyne,2000-10-12
89123,Senior Engineer,Leen,Selvestrel,1997-12-21
89125,Technique Leader,Danel,Sinitsyn,1998-10-20
89133,Technique Leader,Fumino,Kermarrec,1989-07-08
89136,Senior Engineer,Poornachandra,Swab,1991-12-01
89148,Senior Engineer,Mads,Heering,1985-08-31
89154,Staff,Dietrich,Isaak,1995-10-04
89158,Senior Engineer,Qingxiang,Marwedel,1994-10-09
89162,Senior Staff,Yongqiao,Melter,1996-06-30
89179,Senior Staff,Weijing,Kranzdorf,1998-06-28
89184,Senior Staff,Chriss,Fargier,1997-08-31
89186,Senior Engineer,Gor,Marshall,1987-07-07
89194,Senior Staff,Arunachalam,Picht,2001-09-28
89232,Senior Staff,Remzi,Herath,1992-07-23
89240,Engineer,Arfst,Ecklund,1997-06-08
89265,Senior Staff,Munir,Gopalakrishnan,1993-12-24
89270,Engineer,Francoise,Chachaty,1996-09-28
89275,Senior Staff,Menkae,Jonsson,1998-05-21
89300,Senior Engineer,Xiaoqiang,Schaar,1990-04-26
89305,Senior Engineer,Nidapan,Bernardinello,1995-08-09
89315,Senior Staff,Susumu,Montemayor,1985-07-02
89318,Senior Staff,Uli,Plump,1998-09-12
89331,Senior Engineer,Ranga,Narahara,1999-09-09
89333,Engineer,Mona,Iisaka,1997-08-02
89353,Engineer,Mostafa,Akiyama,1995-12-16
89354,Senior Staff,Aiman,Schicker,1993-01-03
89362,Senior Engineer,Jiafu,Flasterstein,1996-02-09
89374,Engineer,Ingemar,Itzigehl,1994-08-16
89381,Senior Staff,Paraskevi,Anily,1996-06-15
89388,Senior Engineer,Divier,Hasenauer,1997-03-26
89391,Senior Staff,Aram,Steenbeek,1985-12-10
89392,Senior Engineer,Leen,Casperson,1998-01-31
89399,Senior Engineer,Erzsebet,Smeets,1986-08-11
89404,Senior Staff,Arnd,Peng,1990-03-22
89416,Senior Staff,Mariangiola,Nitsch,1999-07-25
89425,Senior Staff,Chandrasekaran,Baba,1999-06-18
89431,Senior Engineer,Yunming,Pileggi,1997-01-15
89448,Senior Staff,Vidya,Akiyama,1992-07-31
89457,Engineer,Kousuke,Peir,1997-08-10
89476,Senior Engineer,Xiaoqiang,Perna,1985-05-27
89480,Senior Staff,Palash,Angelov,1993-10-28
89507,Engineer,Diederik,Orlowska,1997-08-01
89512,Engineer,Susanta,Lung,1998-05-02
89525,Senior Engineer,Kristin,Pleszkun,1993-08-09
89531,Technique Leader,Sachem,Boguraev,1985-03-30
89537,Technique Leader,Gaurav,Tasistro,1986-04-27
89553,Senior Engineer,Gilbert,Pocchiola,1993-06-18
89567,Senior Staff,Kankanahalli,Masand,1993-12-04
89573,Senior Staff,Ute,Varley,1994-08-20
89598,Senior Engineer,Nectarios,Alpin,2001-04-09
89608,Senior Staff,Susanne,Niizuma,1999-01-17
89624,Technique Leader,Pohua,Cherinka,1988-03-15
89632,Senior Staff,Hausi,Theuretzbacher,2000-03-04
89640,Senior Staff,Sreekrishna,Muhling,1993-02-06
89641,Staff,Geoff,Lundstrom,1999-08-12
89669,Technique Leader,Ult,Miake,1986-06-13
89672,Senior Engineer,Ebbe,Feldmann,2001-12-24
89694,Staff,Dulce,Wuwongse,1995-08-07
89699,Senior Engineer,Uma,Keustermans,1999-04-25
89715,Senior Engineer,Toshimori,Sanella,1998-01-09
89724,Senior Staff,Naftali,Kalorkoti,1991-08-31
89743,Technique Leader,Hugo,Ferriere,1996-07-05
89755,Staff,Lalit,Klerer,1998-02-13
89760,Senior Staff,Mandell,Ducloy,1996-05-10
89776,Senior Staff,Seongbae,Remmers,1986-10-28
89783,Senior Staff,Volkmar,Georg,1986-10-17
89785,Senior Staff,Amabile,Beerel,1992-12-02
89795,Senior Engineer,Yinlin,Kirkerud,1988-05-15
89801,Senior Staff,Zvonko,Giarratana,2001-06-19
89812,Senior Engineer,Boriana,Vingron,1995-01-01
89825,Senior Staff,Ingmar,Isard,1994-05-23
89838,Senior Engineer,Zhonghua,Luby,1994-02-22
89843,Staff,Boalin,Ghelli,1996-02-23
89859,Engineer,Guangming,Lalonde,1996-10-30
89872,Senior Staff,Visit,Bugrara,1996-03-03
89882,Senior Engineer,Abdulla,Murrill,1997-07-17
89883,Senior Staff,Berry,Paludetto,2001-12-21
89885,Senior Engineer,Supot,Zumaque,1985-02-22
89887,Senior Staff,Zhonghui,Munro,1993-04-22
89904,Senior Staff,Ottavia,Olivero,1995-03-26
89912,Engineer,Dietrich,Ouhyoung,1999-05-07
89915,Senior Engineer,Qunsheng,Lores,2001-04-19
89932,Senior Engineer,Kerryn,Sanella,1993-03-11
89939,Senior Staff,Zhongwei,Larfeldt,1990-05-03
89961,Senior Staff,Yuping,Stenning,1996-11-08
89969,Senior Staff,Conrado,Cappelletti,1992-12-17
89981,Senior Engineer,Shahaf,Masamoto,1995-12-02
90009,Engineer,Denny,Ozeki,2001-10-15
90013,Senior Staff,Guenter,Cappelli,1992-07-15
90020,Senior Engineer,Oldrich,Holburn,1992-05-30
90029,Senior Engineer,Boaz,Melton,1993-11-01
90048,Senior Staff,Odinaldo,Duclos,1991-06-28
90052,Staff,Gill,Cangellaris,1999-09-11
90059,Senior Engineer,Fumiyo,Setia,1995-10-21
90061,Senior Engineer,Supot,Ramaiah,2000-05-23
90070,Senior Staff,Remmert,Chiola,1997-12-13
90080,Senior Engineer,Hyuncheol,Taubenfeld,1999-09-23
90110,Senior Engineer,Przemyslawa,Orsini,1992-08-31
90122,Senior Staff,Taisook,Halevi,1991-12-05
90125,Technique Leader,Shugo,Reghbati,1990-03-20
90138,Engineer,Shin,Selvestrel,1995-04-18
90145,Senior Engineer,Steen,Walstra,1992-11-16
90147,Staff,Tomokazu,Plump,1995-11-07
90152,Senior Engineer,Chenye,Birrer,1993-02-09
90163,Senior Engineer,Harjit,Ghandeharizadeh,1996-07-05
90189,Senior Engineer,Tzu,Bernardeschi,1994-05-05
90213,Senior Engineer,Kotesh,Kobara,1995-03-25
90215,Senior Staff,Poorav,Liesche,2000-08-20
90233,Senior Staff,Martien,Setlzner,1998-05-26
90250,Senior Staff,Richard,Sluis,1992-03-23
90256,Engineer,Toney,Brender,1996-11-16
90261,Senior Engineer,Rimli,Merle,2002-04-28
90270,Senior Engineer,Djenana,Spieker,1996-04-02
90272,Senior Staff,Dinah,Tramer,1997-05-25
90277,Senior Engineer,Conor,Alencar,1996-04-11
90279,Senior Staff,Arch,Geffroy,1992-05-03
90288,Senior Engineer,Jaideep,Shumilov,1990-12-21
90304,Senior Engineer,Shigenori,Kavvadias,1994-07-04
90309,Engineer,Zengping,Siegrist,1998-12-08
90314,Senior Staff,Masaki,Rosen,1986-07-05
90327,Senior Staff,Jacopo,Chiola,1992-09-08
90329,Senior Staff,Palash,Renear,1996-11-06
90336,Senior Staff,Shridhar,Chaudhury,1997-04-24
90342,Senior Staff,King,Koshiba,2000-02-15
90345,Engineer,Willard,Liedekerke,1996-12-11
90348,Senior Staff,Makato,Merks,1996-03-15
90353,Senior Engineer,Mingzeng,Cooley,1988-04-06
90357,Senior Engineer,Honglan,Lunn,2001-11-12
90367,Senior Engineer,Josyula,Riexinger,1991-08-03
90386,Engineer,Marc,Rosis,1995-10-01
90390,Senior Staff,Marko,Kadhim,1990-05-28
90405,Senior Staff,Theirry,Muchinsky,1993-01-25
90411,Senior Staff,Shahid,Gimbel,1985-11-08
90413,Senior Engineer,Qunsheng,Ramamoorthy,1997-01-02
90425,Technique Leader,Masasuke,Schrift,1986-05-16
90428,Staff,Niranjan,Braunschweig,1998-11-19
90442,Senior Staff,Suzette,Merkl,1991-10-06
90453,Engineer,Beshir,Pashtan,1996-07-18
90458,Senior Staff,Rimli,Kadhim,1998-06-15
90463,Staff,Takahito,Fabrizio,1995-12-28
90480,Senior Engineer,Fai,Mitina,1993-03-18
90481,Senior Staff,Goh,Kemmerer,1992-11-05
90493,Senior Staff,Ravishankar,Fargier,1994-09-03
90519,Senior Staff,Syozo,Rodite,1996-07-26
90522,Senior Engineer,IEEE,Beerel,1994-12-20
90527,Engineer,Shuzo,Erman,1998-06-12
90536,Senior Engineer,Leah,Hutton,1997-03-05
90559,Senior Staff,Amalendu,Schlegelmilch,1994-10-06
90572,Senior Engineer,Naraig,Tokunaga,1992-06-28
90582,Senior Engineer,Tuval,Akiyama,1992-08-20
90589,Senior Engineer,Bluma,Reinhard,1990-12-01
90591,Senior Staff,Mark,Vesna,1987-12-11
90603,Senior Engineer,Kristine,Birge,1997-11-29
90637,Senior Staff,Kauko,Kusakabe,1993-02-03
90642,Senior Engineer,Yinlin,Savasere,1995-02-25
90648,Senior Staff,Christoper,Bottner,1999-01-02
90661,Senior Engineer,Christ,Marquardt,1985-05-27
90664,Senior Staff,Ziva,Backhouse,1996-01-16
90672,Senior Engineer,Xiaoqiang,Vernadat,1988-09-15
90673,Senior Engineer,Younwoo,Hutton,1990-07-10
90674,Staff,Tzu,Nastansky,1998-08-28
90680,Senior Engineer,Frederique,Nyrup,1985-10-12
90687,Senior Engineer,Babette,Limongiello,1993-10-02
90703,Senior Staff,Badri,Perz,1998-08-05
90714,Senior Staff,Boriana,Manderick,1985-10-31
90734,Technique Leader,Alejandro,Zirintsis,1990-01-28
90743,Senior Staff,Rayond,Emden,1998-02-13
90745,Senior Engineer,Richard,Marletta,1996-10-03
90749,Senior Staff,Martins,Vesna,1990-02-13
90760,Senior Engineer,Hein,Vingron,2001-11-12
90762,Senior Staff,Paris,Choobineh,1993-07-04
90765,Senior Engineer,Lein,Neiman,1987-08-06
90771,Senior Engineer,Divier,Luon,1990-11-22
90776,Staff,Bouchung,Skrikant,1996-05-02
90778,Senior Engineer,Leucio,Kaiserswerth,1996-05-20
90793,Senior Engineer,Jinpo,Acton,1993-03-02
90802,Engineer,Magy,Isard,1999-01-01
90805,Technique Leader,Masoud,Sessa,1992-01-02
90810,Senior Engineer,Barton,Buchter,1987-09-01
90812,Senior Staff,Marie,Thibadeau,1996-03-02
90821,Senior Engineer,Jingling,Kadhim,1993-11-14
90857,Staff,Kish,Thisen,1997-02-12
90862,Senior Staff,Masadi,Billingsley,1997-03-30
90867,Senior Engineer,Kristin,Parfitt,1999-02-18
90878,Senior Engineer,Odysseas,Tagansky,1986-06-23
90880,Senior Staff,Prodip,Einsfeld,1996-05-13
90886,Engineer,Harngdar,Heusch,1997-05-13
90889,Senior Engineer,Berhard,Braccini,1991-05-11
90895,Senior Engineer,Guenter,Lorch,1990-07-08
90903,Senior Engineer,Richara,Sadowski,1998-12-15
90908,Senior Staff,Toshimi,Cronan,1987-12-12
90912,Senior Engineer,Kazunori,Feldmann,2000-10-29
90913,Senior Engineer,Xiahua,Levergood,1985-12-02
90914,Senior Engineer,Danel,Mandell,1994-04-28
90923,Staff,Raimond,Bhattacharjee,1997-12-06
90925,Senior Staff,Odinaldo,Bugrara,1998-12-17
90931,Senior Staff,Sadun,Rousseau,1994-11-30
90936,Senior Staff,Xinglin,Yavatkar,1995-04-23
90946,Engineer,Arunas,Chaudhuri,1998-11-29
90948,Senior Staff,Gully,Matteis,1994-09-09
90964,Senior Staff,Basil,Kuszyk,1995-03-23
90975,Technique Leader,Dulce,Brickell,1995-01-16
90978,Senior Staff,Ramya,Ouhyoung,1991-03-04
90994,Senior Engineer,Xinyu,Merel,1993-01-23
90998,Senior Staff,Jessie,Schwartzbauer,1996-05-21
91009,Senior Engineer,Minghong,Liedekerke,1991-11-28
91018,Senior Engineer,Vitali,Binding,1994-01-22
91022,Technique Leader,Alagu,Kropatsch,1999-05-27
91023,Technique Leader,Volkmar,Nitsche,1988-12-09
91029,Senior Staff,Navin,Crooks,1991-04-12
91034,Engineer,Masali,Hopewell,1996-12-03
91058,Senior Staff,Weijing,Litzkow,1987-11-15
91080,Senior Staff,Parviz,Skogmar,1987-03-03
91093,Senior Staff,Josyula,Luders,1997-08-09
91101,Senior Staff,Gennady,Siksek,1988-05-10
91107,Senior Staff,Fuqing,Hmelo,1997-07-07
91113,Staff,Goncalo,Begiun,2000-01-30
91126,Senior Engineer,Constantijn,Piazza,1988-01-15
91127,Senior Staff,Phuoc,Baar,1999-05-12
91139,Staff,Gererd,Quittner,1999-05-03
91150,Senior Staff,Kwee,Schaad,1998-12-08
91153,Senior Engineer,Yefim,Clouatre,1992-10-21
91187,Senior Staff,Shigehito,Falby,1994-05-19
91204,Senior Engineer,Wanqing,Shigei,1997-06-25
91217,Senior Staff,Xuedong,Nilsson,1985-04-09
91225,Staff,Pranjal,Mamelak,1998-02-01
91227,Assistant Engineer,Spyrose,Bala,1996-08-26
91228,Senior Engineer,Hauke,Leijenhorst,2002-05-31
91243,Staff,Mads,Anick,1995-06-05
91246,Engineer,Xiaoshan,Makrucki,1996-06-16
91265,Senior Staff,Somnath,Ohori,2001-03-12
91270,Senior Engineer,Xiahua,Hiraishi,1997-12-15
91274,Senior Engineer,Khalid,Gecsel,1996-05-11
91307,Senior Engineer,Gladys,Erva,1986-07-12
91310,Senior Staff,Gaurav,Kakkad,1988-01-08
91314,Senior Engineer,Hilari,Fendler,1988-12-24
91325,Senior Staff,Phillip,Beutelspacher,1992-11-03
91341,Senior Engineer,Weiru,Fontan,1996-08-13
91348,Senior Staff,Basim,Muchinsky,2000-12-04
91350,Staff,Boriana,Murrill,2000-01-26
91365,Senior Engineer,Xudong,Caine,1998-01-04
91367,Senior Staff,Kerryn,Sluis,1986-10-02
91373,Senior Staff,Shigenori,Cusworth,1992-03-29
91387,Senior Engineer,Shakhar,Jumpertz,1993-10-28
91395,Senior Staff,Golgen,Aseltine,1996-10-02
91401,Senior Engineer,Taegyun,Fetvedt,1991-06-09
91411,Senior Engineer,Chenyi,Keirsey,1986-05-25
91413,Senior Engineer,Ekawit,Asser,1985-02-27
91420,Senior Staff,Jacqueline,Suppi,1996-12-24
91424,Senior Engineer,Mabry,Talmon,1995-07-12
91429,Senior Staff,Shaunak,Pollock,1997-10-04
91438,Senior Engineer,Feiyu,Comellas,1996-01-04
91451,Assistant Engineer,Akeno,Savasere,1995-01-01
91452,Senior Staff,Nevio,Flasterstein,1994-01-03
91457,Senior Staff,Volkmar,Schusler,1986-06-09
91473,Senior Engineer,Gadiel,Kuzuoka,1994-03-03
91475,Senior Staff,Pranay,Raczkowsky,1988-01-01
91489,Senior Staff,Leucio,Viele,1993-04-17
91493,Senior Engineer,Filipe,Gien,1993-01-21
91496,Senior Staff,Sven,Casperson,1999-12-07
91500,Engineer,Bogdan,Kriebel,1997-04-13
91506,Senior Staff,Lillian,Isaac,2001-07-28
91510,Senior Engineer,Chandrasekaran,Murthy,1994-01-13
91516,Senior Staff,Kolar,Bazzichi,1995-05-23
91517,Senior Staff,Serif,Hofstetter,1997-04-29
91519,Senior Staff,Danco,Panienski,1986-12-09
91521,Staff,Akeel,Murthy,1997-09-17
91527,Senior Staff,Basant,Klerer,1994-08-08
91541,Senior Staff,Slavian,McFarlin,1992-03-24
91557,Senior Staff,Yuping,Gomatam,2000-12-20
91563,Senior Engineer,Hugh,Munos,1990-04-14
91566,Senior Staff,Hongzue,Rohrbach,1993-12-02
91583,Senior Staff,Dinkar,Kroft,1990-07-12
91607,Senior Engineer,Josyula,Speckmann,1987-02-07
91608,Senior Staff,Sachio,Osgood,2001-08-28
91614,Senior Engineer,Yechezkel,Wixon,1987-04-17
91620,Engineer,Jenwei,McDermid,1998-01-19
91623,Staff,Haldun,Manderick,1999-04-24
91630,Engineer,Saniya,Maquelin,1999-11-28
91637,Staff,Gino,Menhoudj,1998-09-14
91638,Senior Engineer,Youjian,Siprelle,2001-03-24
91656,Senior Engineer,Clyde,Collavizza,1995-09-05
91675,Senior Staff,Parke,Wrigley,1999-11-20
91688,Engineer,Vishv,Veevers,1995-07-09
91694,Senior Engineer,Maha,Showalter,1991-11-01
91702,Senior Engineer,Kensei,Stanfel,1993-11-20
91708,Senior Engineer,Mori,Bahi,1998-05-05
91720,Senior Engineer,Phillip,Suwa,1994-12-16
91722,Engineer,Yonghoan,Dolinsky,1997-07-08
91746,Senior Engineer,Kiam,Cools,1994-10-14
91763,Engineer,Abdulla,Gronowski,1998-11-26
91774,Senior Staff,Hugo,Pietracaprina,1995-01-02
91775,Senior Engineer,Kristian,Nishimukai,1992-11-15
91799,Senior Engineer,Dayanand,Gill,1987-08-18
91802,Senior Staff,Alassane,Meriste,1993-07-28
91807,Senior Engineer,Susuma,Masaki,1997-01-22
91813,Staff,Zhiwei,Bernini,1998-05-28
91820,Senior Engineer,Arunachalam,Hofman,1988-08-10
91845,Senior Engineer,Caolyn,Zeidenstein,1996-08-26
91846,Staff,Subbu,Selvestrel,1997-05-31
91850,Senior Engineer,Rasikan,Keirsey,1993-12-26
91871,Senior Engineer,Selwyn,Androutsos,1990-05-01
91885,Senior Engineer,Fai,Moehrke,1993-03-04
91888,Senior Engineer,Peer,Werthner,1994-01-12
